review_bucket,dayzer_bus,pano_bus,dayzer_kv,pano_kv,distance_km,name_score,voltage_score,topology_score,composite_score,propagation_score,match_stage,confidence_label,ambiguity_flag,latlon_baseline_pano_bus,graph_aware_pano_bus,review_label,review_notes
medium_confidence,ADICKS__B345,ADK_345KV_1,345,345,17.11161149,0.4568181818,1,0.64,0.6197154517,0.8261951252,propagated,medium,FALSE,WW_138KV_3,ADK_345KV_1,-1,
medium_confidence,TNSTERLING0,S_LCOGEN_69KV_1,69,69,2.878034551,0.04615384615,1,0.8,0.6813303151,0.8205578269,propagated,medium,FALSE,TNTEPCOT_69KV_1,S_LCOGEN_69KV_1,1,
medium_confidence,SPUNKY9,SPUNKY_69KV_1,69,69,7.877060003,0.42,1,0.6,0.677335958,0.8176818898,top_ranked_unpropagated,medium,FALSE,ABBYBEND_138KV_1,SPUNKY_69KV_1,1,
medium_confidence,ERALIO2A,ERALIO_69KV_1,69,69,10.61860374,0.3428571429,1,0.8,0.6721315992,0.8139347514,top_ranked_unpropagated,medium,FALSE,CHASEFLD_69KV_2,ERALIO_69KV_1,-1,
medium_confidence,WHALEY_POI_5,WLY_345KV_1,345,345,8.850328008,0.2608695652,1,0.8153846154,0.6710196559,0.8131341522,top_ranked_unpropagated,medium,FALSE,JAY_34KV_1,WLY_345KV_1,1,
medium_confidence,PINOAK_8,POKSW_138KV_1,138,138,10.56806056,0.2857142857,1,0.8222222222,0.6627367277,0.807170444,top_ranked_unpropagated,medium,FALSE,RCHSW_138KV_1,POKSW_138KV_1,1,
medium_confidence,NCO_G1,NCO_34KV_1,34.5,34.5,19.48724029,0.5125,1,0.85,0.6613549221,0.8061755439,propagated,medium,FALSE,OLDOCEAN_69KV_1,NCO_34KV_1,-1,
medium_confidence,OLYMPSW_8,OLYSW_138KV_1,138,138,10.80631683,0.3818181818,1,0.6733333333,0.6548904797,0.8015211454,propagated,medium,FALSE,MBPOD_345KV_1,OLYSW_138KV_1,-1,
medium_confidence,NEWPRT_P8,NEWPORT_138KV_1,138,138,8.970320712,0.4,1,0.5619047619,0.6539534738,0.8008465012,top_ranked_unpropagated,medium,FALSE,HPWSW_69KV_1,NEWPORT_138KV_1,0,
medium_confidence,FALLCREEK,FAL_138KV_1,138,138,11.73368315,0.24,1,0.84,0.6448505192,0.7942923738,top_ranked_unpropagated,medium,FALSE,CMBSW_345KV_1,FAL_138KV_1,1,
medium_confidence,LYDELL_POI_8,LYD_138KV_1,138,138,13.15654626,0.2608695652,1,0.85,0.6406100447,0.7912392322,propagated,medium,FALSE,CHE_18KV_3,LYD_138KV_1,1,
medium_confidence,L_CATERP8_1Y,CATERP_138KV_1,138,138,18.15230337,0.4192307692,1,0.8,0.635853289,0.787814368,propagated,medium,FALSE,RIONOG_18KV_3,CATERP_138KV_1,-1,
medium_confidence,BRIGHTR_5,BIRSW_345KV_1,345,345,13.07197952,0.2181818182,1,0.825,0.6255965516,0.7804295171,top_ranked_unpropagated,medium,FALSE,CARTWHL_34KV_1,BIRSW_345KV_1,-1,
medium_confidence,LNGPRAIRIE_8,LPRSW_138KV_1,138,138,13.79339092,0.24,1,0.8222222222,0.6249669977,0.7799762384,top_ranked_unpropagated,medium,FALSE,NAVARRO_345KV_1,LPRSW_138KV_1,-1,
medium_confidence,WHITEHSE_8,WHOUS_138KV_1,138,138,14.49388334,0.2608695652,1,0.8,0.6205592055,0.776802628,top_ranked_unpropagated,medium,FALSE,TYBLR_138KV_1,WHOUS_138KV_1,-1,
medium_confidence,NADASUB9,NADAS_69KV_2,69,69,9.342442981,0.36,1,0.4,0.6080410567,0.7677895608,top_ranked_unpropagated,medium,FALSE,GARWCI_69KV_1,NADAS_69KV_2,-1,
