market_constraint,dayzer_constraint,pano_constraint,pano_confidence,dayzer_confidence,pano_score,dayzer_score,pano_ambiguous,dayzer_ambiguous
CARL PN-GARDNERS 1049 B 115 KV,CARL PN_115 KV_CAR-GAR:ACTUAL,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),high,medium,0.9403,0.5864,False,True
MEHOOPAN115 KV  MEH-NME2,MEHOOPAN_115 KV_MEH-NME2:ACTUAL,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME2),medium,low,0.69,0.4357,False,True
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),high,medium,0.8208,0.4682,False,True
GRACETON 230 KV GRACETON-SAFEHARB 2303,GRACETON_230 KV_GRA-MANO:ACTUAL,GRACETON230 KV  GRA-SAF,high,low,0.7938,0.3722,True,True
RAMAPO  138 KV  RAM-SMA,RAMAPO_138 KV_RAM-SMA:ACTUAL,RAMAPO 138KV - SMAWA 138KV (RAMAPO 138 KV RAM-SMA),medium,medium,0.5977,0.6286,True,False
CAYUGA-HILSDALEN 230 KV L/O DRESSER-SUGARCREEK 345 KV,CAYUGA2_230 KV_CAY-HILS:Dresser-SugarCreek 345 kV,CAYUGA2 230KV - 08HILSDN 230KV (CAYUGA2 230 KV CAY-HILS),low,low,0.42,0.35,False,False
VERMILION-TILTON 138 KV L/O BUNSONVILLE-SIDNEY 345 KV,ROSSVILL_138 KV_ROS-VERM:Bunsonville-Sidney 345 kV,Bunsonville 345/138 l/lo Sidney-Bunsonville 345,medium,low,0.5,0.35,False,True
18 WILL 138 KV 18 WILL -1808 1808 1,18 WILL_138 KV_0905 4:ACTUAL,18 WILL -1802     1802 1    A  138 KV,high,medium,0.7167,0.5233,True,True
WEEDMAN_MAHOMET_138_FLO_CLINTON_OREAN,CHAMBROE_345 KV_TR3:Collier - Clinton (DUQ) 345 KV LINE,WEEDMAN3 138KV - MAHOMET 138KV (WEEDMAN3 138 KV 1592   4),low,low,0.4,0.2722,True,True
GRANT 138 KV GRANT-GREENTO2,GRANT_138 KV_GRA-GRE1:ACTUAL,GREENTO2 138KV - GRANT 138KV (GRANT 138 KV GRA-GRE1),medium,medium,0.6611,0.5536,True,False
KAMMER2 138 KV KAMMER-NATRIUM,KAMMER2_138 KV_KAM-NAT:ACTUAL,KAMMER2 138 KV  KAM-NAT,medium,medium,0.585,0.5278,True,True
HIGHLAOE138 KV  HIG-COM1,HIGHLAOE_138 KV_HIG-COM1:ACTUAL,HIGHLAOE 138KV - COMERC 138KV (HIGHLAOE 138 KV HIG-COM1),medium,low,0.6944,0.4357,False,False
HAVILAND138 KV HAV-TIM,HAVILAND138 KV HAV-TIM Susquehanna.U1 (for TLC),HAVILAND138 KV  HAV-TIM,high,medium,0.7881,0.51,False,True
1206    138 KV  1206 4,BERGEN_138 KV_REAC1339:ACTUAL,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),low,low,0.2,0.2,True,True
BAGLEY  230 KV  BAG-GRAC,BAGLEY_230 KV_BAG-GRAC:500/230.WaughChapel.500-1,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC),high,medium,0.8583,0.6036,True,True
981 CRES138 KV 7413,PINEYGRO138 KV AT2 North Salisbury-Mount Herman (6726) 69 KV line,461 CRES138 KV  11603 2,medium,low,0.6786,0.1786,True,True
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835,DARLEYRD_69 KV_DAR-NAA:ACTUAL,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA),high,medium,0.8833,0.5056,False,True
OTTCRKPL230 KV  OTT-YOR,OTTCRKPL_230 KV_OTT-YOR:500/230.Conastone.500-4,OTTCRKPL230 KV  OTT-SAF,high,medium,0.7778,0.4643,False,False
CONASTON 230 KV CON-GRAC,CONASTON_230 KV_CON-GRAC:500/230.WaughChapel.500-4,CONASTON 230KV - GRACETON 230KV (CONASTON 230 KV CON-GRAC),high,medium,0.8167,0.55,True,True
DEQUINE 345 KV  DEQ-FOWJ,DEQUINE_345 KV_DEQ-FOWJ:ACTUAL,FOWLERJC 345KV - DEQUINE 345KV (DEQUINE 345 KV DEQ-FOWJ),medium,medium,0.5917,0.6286,False,False
LINE 230 KV CEDARGRO-ROSELAND CED-ROSY,CEDARSUB_230 KV_CED-ROSY:L230.Roseland-William.S-2297,CEDARGRO-ROSELAND CED-ROSY  A  230 KV,high,low,0.7964,0.4222,True,True
PIPECREE138 KV  MUL-PIP1,MULLENSV_138 KV_MUL-PIN1:L138.GlenLyn-Hinton,PIPECREE138 KV  MUL-PIP1,high,low,0.9571,0.2611,False,True
N COULTERVIL 138/230 KV L/O PRAIRIE STATE - W MT.VERNON 3,LAC N T3_138 KV_32291322:Prairie State-W Mt. Vernon 345,N Coultervil 138/230 kV l/o Prairie State - W Mt.Vernon 3,high,low,0.9,0.375,False,False
MERIDIAN-TWINBRAN           B  345 KV,TWINBRAN_345 KV_T-7:ACTUAL,TWINBRAN 345KV - MERIDIAN 345KV (MERIDIAN 345 KV MER-TWI1),high,low,0.7457,0.35,False,True
MILLWDPL230 KV  MIL-SAK,MILLWDPL_230 KV_MIL-SAK:500/230.Conastone.500-4,SAKRON 230KV - MILLWDPL 230KV (MILLWDPL 230 KV MIL-SAK),high,medium,0.7045,0.4643,False,False
COLORA 230 KV COLORA-CONOWING 220-88,COLORA_230 KV_COL-CON2:ACTUAL,CONOWING 230KV - COLORA 230KV (COLORA 230 KV COL-CON2),high,medium,0.9172,0.525,False,False
WMOULTON 69 KV WMOULTON-09ST_MRY,WMOULTON_69 KV_WMO-09S1:ACTUAL,WMOULTON 69KV - 09ST_MRY 69KV (WMOULTON 69 KV WMO-09S1),medium,medium,0.6417,0.4833,True,False
LAFAYETTE 138/230 KV TR1 L/O LAFAYETTE 138/230 TR4,SHAWVILL_230 KV_BNK 2A-P:TEMP: Shaw U1 + Lewis Run TR4 + Forrest TR1 CB,BERGENFI-NEWMILFR O-2293    B  230 KV,low,low,0.3329,0.2676,True,True
MONROE-LALLENDORF 345 KV L/O LULU 345 KV SUB,LULU_345 KV_LUL-MON:Monroe-Lallendorf 345 kV,Monroe-Bayshore 345 kV l/o Lulu 345 kV Sub,high,low,0.7583,0.45,False,True
AP SOUTH REACTIVE TRANSFER INTERFACE,TRANSFER INTERFACE: APSOUTH:Chesterfield.U6,TRANSFER INTERFACE: APSOUTH,low,low,0.3879,0.3273,True,True
BAIR 115 KV BAIR-JACK ME 969-2,BAIR_115 KV_BAI-JAC:ACTUAL,JACK ME 115KV - BAIR 115KV (BAIR 115 KV BAI-JAC),high,medium,0.9251,0.4987,True,True
CANYON  230 KV  CAN-EAS,CANYON_230 KV_CAN-EAS:ACTUAL,CANYON 230KV - ETOWANDA 230KV (CANYON 230 KV CAN-EAS),medium,medium,0.5977,0.6286,True,False
ELIMA   138 KV  ELI-HAV1,ELIMA_138 KV_ELI-HAV1:ACTUAL,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),high,medium,0.835,0.5786,False,False
BEDINGTO_T1_500TRAN2_XF,SCADIZ_138 KV_T1_XF:ACTUAL,BEDINGTO TRAN  2  XFORMER   H  500 KV,low,low,0.375,0.25,True,True
GEORGEWA 138 KV GEORGEWA-KAMMER2,GEORGEWA_138 KV_GEO-KAM:ACTUAL,KAMMER2 138KV - GEORGEWA 138KV (GEORGEWA 138 KV GEO-KAM),high,medium,0.8727,0.5056,False,True
TRENTON2138 KV  TRE-COL1,TRENTON2_138 KV_TRE-COL1:ACTUAL,COLLEGEC 138KV - TRENTON2 138KV (TRENTON2 138 KV TRE-COL1),medium,low,0.55,0.2857,True,True
BIGPINET_138KVBIG-KIS_1_LN,BIGPINET_138 KV_BIG-KIS:ACTUAL,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),medium,low,0.4722,0.25,True,True
LINE 230 KV CEDARGRO-ROSELAND CED-ROSY,CEDARSUB_230 KV_CED-ROSY:L230.Roseland-William.S-2297,CEDARGRO-ROSELAND CED-ROSY  A  230 KV,medium,low,0.6714,0.4222,False,True
PLEASNTV-ASHBURN 274D A 230 KV,PLEASNTV_230 KV_274D:L230.GooseCreek-Ashburn-Beaumeade.227,PLEASNTV 230KV - ASHBURN 230KV (PLEASNTV 230 KV 274D),high,low,0.835,0.45,False,True
NOTTINGH_NOT2302-3_1_LN,NOTTINGH_230 KV_2-3:DBL.5012+5013,NOTTINGH_NOT2302-3_1_LN,high,low,0.75,0.2,False,True
NORTH PORT - ALBIONIM L/O ROBISON PARK 345/138 T5 XF,RIVERSIM_138 KV_T5_XF:ACTUAL,NORTHPOR 138KV - ALBIONIM 138KV (ALBIONIM 138 KV ALB-NOR1),low,low,0.3451,0.1667,True,True
ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,SHADEGAP_115 KV_SHA-THR:230/115.Lewistown.T3,ROXBURY-SHADEGAP KR 1075    B  115 KV,high,low,0.8365,0.35,True,True
GLENBROO69 KV   GLE-KOON,GLENBROO_69 KV_GLE-KOON:ACTUAL,GLENBROO 69KV - KOONSVIL 69KV (GLENBROO 69 KV GLE-KOON),medium,medium,0.4727,0.4929,True,False
HARWOOD 230 KV HARWOOD-SUSQUEHA,HARWOOD_230 KV_HAR-SUS:ACTUAL,SUSQUEHA 230KV - HARWOOD 230KV (HARWOOD 230 KV HAR-SUS),high,medium,0.9278,0.5472,False,True
SEWARD 115 KV SEWARD-TOWER51 H1H2 1097,SEWARD_115 KV_SEW-TOW:ACTUAL,SEWARD 115KV - TOWER51 115KV (SEWARD 115 KV SEW-TOW),high,medium,0.8571,0.5,False,True
CRESCENT RIDGE - 7713 138 L/O KEWANEE EAST - BUREAU,TAZEWELL 138/345KV L/O MAPLERIDGE-TAZEWELL 345KV:MAPLE RIDGE - TAZEWELL 345 KV,Crescent Ridge - 7713 138 l/o Kewanee East - Bureau,high,low,0.75,0.181,False,True
STATE LN- ROXANA 138 KV L/O SHEFFIELD XFMR 345/138 KV,7 STATE_138 KV_0702:L345.Sheffield-7StateLine,STATE LINE-ROXANA 138 KV L/O SHEFFIELD 345/138-KV XFMR,medium,low,0.667,0.35,False,True
BELLEFON138 KV  T3,CROMBY_138 KV_CROM4TR:138/69.Cromby.T3,BELLEFON 138KV - BELLEFON 69KV (BELLEFON 138 KV T3),medium,low,0.6167,0.35,False,True
RAPPAHAN115 KV  RAP-WHIT,RAPPAHAN_115 KV_RAP-WHIT:L230.Fredricksburg-Birchwood path CES,RAPPAHAN 115KV - WHITESTN 115KV (RAPPAHAN 115 KV RAP-WHIT),high,low,0.7,0.354,False,False
EAST MOLINE 345/161 KV 9T1 L/O QUAD CITIES - SUB91 345KV,DAVNPRT6_161 KV_62211625:Quad Cities-Rock Creek 345,SUB 39 345KV - SUB 39 161KV (SUB 39 345 KV 9T1),medium,low,0.4611,0.3038,True,True
HINSHAW - BURR OAK 345 KV L/O WILTON CENTER - DUMONT 765 KV,BURR_OAK_345 KV_BUR-HINS:Dumont-Wilton Center 765kV,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,medium,medium,0.6857,0.4833,True,False
MONROE-LALLENDORF 345 KV L/O LULU 345 KV SUB,LULU_345 KV_LUL-MON:Monroe-Lallendorf 345 kV,Monroe-Bayshore 345 kV l/o Lulu 345 kV Sub,high,low,0.8,0.45,False,True
LINVFT_230KVLIN-VFT1_1_LN,LINVFT_230 KV_LIN-VFT1:ACTUAL,VFT_ST 230KV - LINVFT 230KV (LINVFT 230 KV LIN-VFT1),low,low,0.2,0.3167,True,True
SAPONY  230 KV  TX2,SAPONY_230 KV_TX2:ACTUAL,SAPONY 230KV - SAPONY 35KV (SAPONY 230 KV TX2),medium,medium,0.5633,0.6,False,False
HOWARD2 138 KV  HOW-MEL1,HOWARD2_138 KV_HOW-MEL1:ACTUAL,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1),medium,medium,0.5821,0.6186,True,False
CONASTON 500 KV CONASTON 500-4 XFORMER,CONASTON_500 KV_500-2:500/230.Conastone.500-4,CONASTON 500KV - CONASTON 230KV (CONASTON 500 KV 500-4),medium,low,0.6238,0.35,True,True
DOUBS   500 KV  DOU-GOO,DOUBS_500 KV_DOU-GOO:L500.FrontRoyal-Morrisville.541,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO),high,medium,0.8417,0.5083,False,True
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,BUTL APS_138 KV_BUT-KAR:ACTUAL,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),high,medium,0.8321,0.4885,True,True
CARL PN-GARDNERS 1049 B 115 KV,CARL PN_115 KV_CAR-GAR:ACTUAL,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),high,medium,0.9345,0.5833,True,True
PRESTON-TANYARD 6716-5 B 69 KV,PRESTON_69 KV_PRE-TAN:ACTUAL,TANYARD 69KV - PRESTON 69KV (PRESTON 69 KV PRE-TAN),high,medium,0.9214,0.545,True,True
911INDUS138 KV  911-NEWC,911INDUS_138 KV_911-NEWC:345/138.Hoytdale.T2,NEWCASOE 138KV - 911INDUS 138KV (911INDUS 138 KV 911-NEWC),medium,low,0.6167,0.35,False,True
KERRDAM 115 KV  1019A,KERRDAM_115 KV_1019A:ACTUAL,KERRDAM 115KV - PALMERSP 115KV (KERRDAM 115 KV 1019A),high,medium,0.7833,0.55,False,False
GRACETON230 KV  GRA-MANO,GRACETON_230 KV_GRA-MANO:500/230.Conastone.500-2,GRACETON230 KV  GRA-SAF,high,medium,0.7421,0.4643,True,True
MAHOMET - OCB 1303 L/O DUMONT - WILTONCENTER 765KV,GREENTO2_765 KV_2-P:Dumont - Sorenson 765 kV,Bunsonvill-Eugene 345 l/o WiltonCenter-Dumont 765,medium,low,0.4942,0.25,True,True
CUMB PL 230 KV CUMB PL-JUNIATA 2235,CUMB PL_230 KV_CUM-JUN:JUNIATA-DAUPHIN 230 LINE,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),high,medium,0.9403,0.6661,False,True
MEHOOPAN115 KV  MEH-NME1,MEHOOPAN_115 KV_MEH-NME1:ACTUAL,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME1),medium,medium,0.45,0.4757,True,False
974 ZION345 KV  PLPL41,974 ZION_345 KV_PLPL41:ACTUAL,PLEAS PR 345KV - 974 ZION 345KV (974 ZION 345 KV PLPL41),medium,low,0.5829,0.35,False,False
LENOX-MACNEW_T LEN-MAC     A  115 KV,LENOX_115 KV_LEN-MAC:ACTUAL,LENOX 115KV - MACNEW_T 115KV (LENOX 115 KV LEN-MAC),high,medium,0.9315,0.5033,False,False
EDISON2 138 KV  EDI-OLI1,EDISON2_138 KV_EDI-OLI1:345/138.Twinbranch.6 & 7,OLIVE 138KV - EDISON2 138KV (EDISON2 138 KV EDI-OLI1),high,medium,0.825,0.5786,True,True
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,ALLDAM6-KITTANNI SP-KT      A  138 KV,high,medium,0.8256,0.4682,True,True
BERGEN_230KVBER-HUD_1_LN,BERGEN_230 KV_BER-HUD:ACTUAL,BERGEN  230 KV  BER-HUD,low,low,0.2857,0.3,True,True
NEWBERRY-ROUNDTOP 975-1 A 115 KV,NEWBERRY_115 KV_NEW-ROU:ACTUAL,NEWBERRY 115KV - ROUNDTOP 115KV (NEWBERRY 115 KV NEW-ROU),high,medium,0.8667,0.5,False,True
LINE 230 KV CEDARGRO-ROSELAND CED-ROSY,CEDARSUB_230 KV_CED-ROSY:L230.Roseland-William.S-2297,CEDARGRO-ROSELAND CED-ROSY  A  230 KV,high,low,0.8278,0.4182,False,True
BROADVW 138 KV  BRO-FIN,BROADVW_138 KV_BRO-FIN:ACTUAL,FINLEY 138KV - BROADVW 138KV (BROADVW 138 KV BRO-FIN),medium,medium,0.5977,0.6286,True,False
BIGSANDY138 KV  BIG-BUS1,BIGSANDY_138 KV_BIG-BUS1:ACTUAL,BIGSANDY138 KV  BIG-GRA1,medium,medium,0.55,0.4757,True,False
GORE APS 138 KV GORE APS-STONEWAL JST4,GORE APS_138 KV_GOR-STO:L500.Bedington-Doubs,GORE APS 138KV - STONEWAL 138KV (GORE APS 138 KV GOR-STO),high,medium,0.8703,0.4757,False,True
KEYSTONE_230KVKEY-SHE_1_LN,KEYSTONE_230 KV_KEY-SHE:ACTUAL,KEYSTONE 230KV - SHELOCTA 230KV (KEYSTONE 230 KV KEY-SHE),low,low,0.2222,0.3,True,True
LAUSCHTO500 KV  T3,DOUBS_500 KV_500-1:500/230.Doubs.T3 (Sctnlz),LAUSCHTO 500KV - LAUSCHTO 230KV (LAUSCHTO 500 KV T3),medium,low,0.6067,0.35,False,True
BEDINGTO 500 KV BEDINGTO-BLACKOAK 500KV,BEDINGTO_500 KV_BED-BLA:Keystone-Juniata 500kV,BED-BLA contingency 24,medium,medium,0.6197,0.5033,False,False
CRESCENT-7713 138 L/O KEWANEE-STREATOR 6101 138,CRESCENT_138 KV_CRE-WAN3:ACTUAL,Crescent-7713 138 l/o Kewanee-Streator 6101 138,high,low,0.75,0.125,True,True
LACKAWAN500 KV  4,NAGELAEP500 KV . 3 VirginiaCity.U1,LACKAWAN500 KV  4,high,low,0.7,0.2,True,True
BUNSONVILLE - EUGENE TIE 345KV L/O DUMONT - WILTON CENTER 765KV,EUGENE_345 KV_EUG-BUN1:Dumont-Wilton Center 765kV,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,medium,medium,0.65,0.4625,False,True
CEDARSUB230 KV CED-WILF,CEDARSUB_230 KV_CED-WILF:ACTUAL,CEDARSUB230 KV  CED-ROSY,medium,medium,0.5333,0.4929,True,True
MEHOOPAN115 KV  MEH-NME2,MEHOOPAN_115 KV_MEH-NME2:ACTUAL,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME2),medium,medium,0.45,0.4757,True,False
GRANT 138 KV GRANT-GREENTO2,GRANT_138 KV_GRA-GRE1:ACTUAL,GREENTO2 138KV - GRANT 138KV (GRANT 138 KV GRA-GRE1),high,medium,0.9044,0.525,False,False
AP SOUTH REACTIVE TRANSFER INTERFACE,TRANSFER INTERFACE: APSOUTH:Chesterfield.U6,TRANSFER INTERFACE: APSOUTH,medium,low,0.5962,0.2962,False,True
1808    138 KV  1808 3,BERGEN_138 KV_REAC1339:ACTUAL,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),low,low,0.2,0.2,True,True
MIAMIFOR138 KV MIA-HEB,MIAMIFOR_138 KV_MIA-HEB:ACTUAL,MIAMIFOR138 KV  MIA-HEB,high,medium,0.725,0.4929,True,True
EDDINGTO 230 KV EDDINGTO-HOLMETAP 220-56,EDDINGTO_230 KV_EDD-HOLT:ACTUAL,EDDINGTO 230KV - HOLMETAP 230KV (EDDINGTO 230 KV EDD-HOLT),high,medium,0.8769,0.5033,False,False
NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV,NOTTINGHM 2-3 SER DEV A 230 KV:TEMP.DBL.500/230.CONASTONE.500-4 + Peach Bot - Conaston,NOTTINGHM 1-3 SER DEV       A  230 KV,high,low,0.8477,0.4357,True,False
STATELIN-17WOLFLK NIP TIE A 138 KV,7 STATE_138 KV_STA-17W1:345L17703 Burnham-Munster 345 kV Tie Line,STATELIN-17WOLFLK NIP TIE   A  138 KV,medium,low,0.6286,0.3853,True,True
CUMB PL 230 KV CUMB PL-JUNIATA 2235,CUMB PL_230 KV_CUM-JUN:JUNIATA-DAUPHIN 230 LINE,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),medium,medium,0.6903,0.6507,True,True
02LYONS_138KV02L-02F1_1_LN,02LYONS_138 KV_02L-02F1:ACTUAL,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1),low,low,0.2222,0.3167,True,True
BENTONHA138 KV  BEN-CRY1,BENTONHA_138 KV_BEN-CRY1:L345.Cook-BentonHarbor,BENTONHA 138KV - CRYSTAL 138KV (BENTONHA 138 KV BEN-CRY1),high,low,0.7,0.3722,False,True
CEDARCRE_230KVCED-SIL_1_LN,CEDARCRE_230 KV_CED-SIL:ACTUAL,SILVERUN 230KV - CEDARCRE 230KV (CEDARCRE 230 KV CED-SIL),medium,low,0.4722,0.25,False,True
LACKAWAN500 KV  3,NAGELAEP500 KV . 3 VirginiaCity.U1,LACKAWAN500 KV  4,high,low,0.7,0.2,True,True
LOCKWOOD 138 KV LOCKWOOD-RICHLND TIE,LOCKWOOD_138 KV_LOC-RIC1:ACTUAL,LOCKWOOD 138KV - RICHLND 138KV (LOCKWOOD 138 KV LOC-RIC1),high,low,0.8303,0.45,False,True
MAPLEST - CHRYSLER 138 KV L/O HIGHLANDPARK - NEWLONDON 230 KV,MAPLECIN_138 KV_MAP-08C1:L230.NewLondon-KokomoHighlandPark,MAPLECIN 138KV - 08CHRYSL 138KV (MAPLECIN 138 KV MAP-08C1),low,low,0.4182,0.2409,False,True
BEAUMEAD 274T2206 CB,BEAUMEAD 274T2206 CB 230 KV:L230.EVERGREENMILLS-YARLEYRIDGE.2209,BEAUMEAD 274T2206 CB,high,low,0.8167,0.4222,False,True
EELKHART138 KV  EEL-MOT1,COREY_138 KV_COR-MOT1:ACTUAL,EELKHART138 KV  EEL-MOT1,high,low,0.7167,0.3329,True,True
FRACKVIL 230 KV FRACKVIL-SIEGFRIE,FRACKVIL_230 KV_FRA-SIE:ACTUAL,FRACKVIL 230KV - SIEGFRIE 230KV (FRACKVIL 230 KV FRA-SIE),high,medium,0.8769,0.5033,False,True
179 BLOOM  45TR84 CT       H  345 KV,DRESSER_345 KV_DRE-MIR:Cayuga2-Cayuga CT 345kV,171 WEMPLET 45TR84 CT       H  345 KV,medium,low,0.6536,0.2742,False,True
HARWGATE 230 KV HARWGATE-LOCKS 205C,HARWGATE_230 KV_205C:L230.Chesterfield-Hopewell.211,LOCKS 230KV - HARWGATE 230KV (HARWGATE 230 KV 205C),high,low,0.8417,0.3722,False,True
ESIDELIM138 KV  ESI-NDE1,ESIDELIM_138 KV_ESI-STE1:ACTUAL,ESIDELIM138 KV  ESI-NDE1,high,low,0.9571,0.2929,False,True
COLLEGEC 138 KV COLLEGEC-COLLINSV,COLLEGEC_138 KV_COL-COL6:ACTUAL,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6),high,medium,0.8727,0.4833,False,True
AUSTIN-TAYLOR 138 KV L/O PANA-AUSTIN 345 KV,AUSTIN_138 KV_AUS-TAY:Pana - Austin 345 kV,AUSTIN 138KV - TAYLORV3 138KV (AUSTIN 138 KV AUS-TAY),medium,low,0.5511,0.4,True,True
HOOVERSV 115 KV HOOVERSV-TOWER51 H1H2 1071,HOOVERSV_115 KV_HOO-TOW:ACTUAL,TOWER51 115KV - HOOVERSV 115KV (HOOVERSV 115 KV HOO-TOW),medium,medium,0.5936,0.5,True,False
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:500/230.Deans.500-1,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),high,medium,0.8252,0.47,False,True
DAUPHIN 230 KV DAUPHIN-JUNIATA 1087,DAUPHIN_230 KV_DAU-JUN:500/230.Juniata.T1,JUNIATA 230KV - DAUPHIN 230KV (DAUPHIN 230 KV DAU-JUN),medium,medium,0.6778,0.6194,True,True
MOREHEAD 69 KV MOREHEAD-KUMOR TIE,MOREHEAD_69 KV_MOR-KUM1:ACTUAL,MOREHEAD69 KV   MOR-KUM1,medium,medium,0.5119,0.4722,True,False
JACK ME 230 KV JACK ME-TMI 1051,JACK ME_230 KV_JAC-TMI:500/230.Conastone.500-4,TMI 230KV - JACK ME 230KV (JACK ME 230 KV JAC-TMI),high,medium,0.9214,0.6344,True,True
CENTRVIL138 KV  CEN-REU1,CENTRVIL_138 KV_CEN-REU1:L765.Cloverdale-JoshuaFalls,CENTRVIL 138KV - REUSENS 138KV (CENTRVIL 138 KV CEN-REU1),medium,low,0.6944,0.3722,True,True
CHARGER 138 KV  CHA-COU,CHARGER_138 KV_CHA-COU:ACTUAL,COUNTRYS 138KV - CHARGER 138KV (CHARGER 138 KV CHA-COU),high,medium,0.8417,0.6008,False,False
CARROLTO138 KV  CAR-CLI1,CARROLTO_138 KV_CAR-CLI1:ACTUAL,CLIFTYCR 138KV - CARROLTO 138KV (CARROLTO 138 KV CAR-CLI1),medium,medium,0.45,0.4757,True,False
DESOTO  138 KV  DES-SEL,DESOTO_138 KV_DES-SEL:ACTUAL,DESOTO 138KV - SELMAPAR 138KV (DESOTO 138 KV DES-SEL),medium,medium,0.5977,0.6286,True,False
HOWARD2 138 KV  HOW-MEL1,HOWARD2_138 KV_HOW-MEL1:ACTUAL,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1),high,medium,0.825,0.5786,True,False
BUTL APS 138 KV BUTL APS-SHANORMA KND-BT,BUTL APS_138 KV_BUT-SHA:ACTUAL,BUTL APS 138KV - SHANORMA 138KV (BUTL APS 138 KV BUT-SHA),high,medium,0.8321,0.4885,False,True
HOMERCIT 345 KV HOMERCIT S.AUTO-P XFORMER,HOMERCIT_345 KV_S.AUTO-P:ACTUAL,HOMERCIT 1KV - HOMERCIT 345KV (HOMERCIT 345 KV S.AUTO-P),medium,medium,0.5583,0.5708,True,False
CHICAGO - PRAXAIR3 138 KV L/O BURNHAM - MUNSTER 345 KV,SHEFFILD_138 KV_SHE-AMO1:Burnham-Munster 345,Mitchell-USSCoktp 138 l/o Burnham-Munster 345,medium,low,0.55,0.35,True,True
DANVILLE-EDANVILL B 138 KV,DANVILLE_138 KV_DAN-EDA1:ACTUAL,EDANVILL 138KV - DANVILLE 138KV (DANVILLE 138 KV DAN-EDA1),high,medium,0.8727,0.4833,False,True
MAHANSLA 138 KV MAHANS LANE-TIDD,MAHANSLA138 KV MAH-TID Tidd.Cardinal.U1,TIDD_AEP 138KV - MAHANSLA 138KV (MAHANSLA 138 KV MAH-TID),high,medium,0.7692,0.5077,True,True
GREENTOWN 765/138 KV XFMR 3 L/O DUMONT-SORENSON765 KV,9 JOLIET_138 KV_0902 1:L765.Dumont-Greentown,Greentown 765/138 kV xfmr 3 l/o Dumont-Sorenson765 kV,high,low,0.9,0.3722,False,True
BAGLEY - GRACETON 2305 B 230 KV,GRACETON_230 KV_230-1:L230.Graceton-Bagley.2304,BAGLEY - GRACETON 2304      A  230 KV,high,medium,0.9667,0.55,False,False
BRUNSWIC230 KV  BRU-MEA,BRUNSWIC_230 KV_BRU-MEA:ACTUAL,BRUNSWIC230 KV  BUR-MEA,high,medium,0.7778,0.4607,False,True
08LAPLJT138 KV  08L-SAN1,08LAPLJT_138 KV_08L-SAN1:ACTUAL,08LAPLJT138 KV  08L-SAN1,high,medium,0.7,0.4857,False,False
SHAWVILL115 KV  BNK 1A-S,SHAWVILL_115 KV_BNK 1A-S:ACTUAL,SHAWVILL 115KV - SHAWVILL 1KV (SHAWVILL 115 KV BNK 1A-S),high,medium,0.7667,0.4833,True,True
CONCORD 138 KV  CON-COU,CONCORD_138 KV_CON-COU:ACTUAL,CONCORD 138KV - COUNTRYS 138KV (CONCORD 138 KV CON-COU),high,medium,0.8417,0.6008,False,False
