market_index,market_record_id,market_constraint,dayzer_constraint,dayzer_confidence,dayzer_final_score,dayzer_ambiguity_flag,pano_constraint,pano_confidence,pano_final_score,pano_ambiguity_flag
4048,10018733220,BLANCO  69 KV   BLA-NEWM,BLANCO_69 KV_BLA-NEWM:ACTUAL,medium,0.807143,False,BLANCO 69KV - NEWMERED 69KV (BLANCO 69 KV BLA-NEWM),low,0.551136,True
4049,10016024702,EBERSOLE138 KV  EBE-FOS2,EBERSOLE_138 KV_EBE-FOS2:ACTUAL,low,0.561429,True,FOSTORIA 138KV - EBERSOLE 138KV (EBERSOLE 138 KV EBE-FOS2),medium,0.732937,True
4050,10000579143,SCOTTSVI 138 KV SCOTTSVI-BREMO_VP,SCOTTSVI_138 KV_SCO-BRE1:BREMO 230/115 TX#9,low,0.67987,True,BREMO4 138KV - SCOTTSVI 138KV (SCOTTSVI 138 KV SCO-BRE1),medium,0.764082,False
4051,10002555681,HAYNIE 115 KV HAY-PIN,HAYNIE_115 KV_HAY-PIN:ACTUAL,medium,0.807143,False,HAYNIE  115 KV  HAY-PIN,low,0.673333,True
4052,10000468644,CAROLINA 230 KV CAROLINA TX4 XFORMER,CAROLINA_230 KV_TX4:ACTUAL,low,0.561429,True,CAROLINA TX4      XFORMER   H  230 KV,medium,0.79,False
4053,10002924631,FTSLOCUM69 KV   FTS-TAK7,FTSLOCUM_69 KV_FTS-TAK7:ACTUAL,low,0.596429,True,FTSLOCUM69 KV   FTS-TAK7,low,0.666667,True
4054,10001823653,TGAS 115 KV STROY-TGAS TAP,TGAS_115 KV_STR-GAS:ACTUAL,low,0.629487,True,TGAS 115KV - STROY 115KV (TGAS 115 KV STR-GAS),high,0.891944,False
4055,10016744783,SHICKSVI138 KV  SHI-SOWR,SHICKSVI_138 KV_SHI-SOWR:ACTUAL,low,0.561429,True,SOWERS 138KV - SHICKSVI 138KV (SHICKSVI 138 KV SHI-SOWR),medium,0.737987,True
4056,10000570050,HOPEWEL4 230 KV HOPEWEL4-CHESTER4 211A,HOPEWEL4_230 KV_211A:ACTUAL,low,0.561429,True,HOPEWEL4 230KV - CHESTER4 230KV (HOPEWEL4 230 KV 211A),high,0.850357,False
4057,10019543791,HARWOOD_T2_2305_XF,,low,0.421429,True,HARWOOD 230KV - HARWOOD 69KV (HARWOOD 230 KV 5),low,0.508333,True
4058,10002494913,MARDELA-VIENNA 6708-1 A 69 KV,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,medium,0.731538,True,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),high,0.935128,False
4059,10019548361,GILBERT_115KVGIL-GLEN_1_LN,,low,0.361616,True,GLENDON 115KV - GILBERT 115KV (GILBERT 115 KV GIL-GLEN),low,0.543269,True
4060,10000466185,ERIES 345 KV ERIES 5 TX 3 XFORMER,ERIES_345 KV_5 TX 3:ACTUAL,low,0.669048,True,,low,0.462698,True
4061,10002868820,BASINRD 69 KV   BAS-WES,BASINRD_69 KV_BAS-WES:ACTUAL,medium,0.807143,False,BASINRD 69 KV   BAS-WES,low,0.667273,True
4062,10019151697,RICHLND_138KVRIC-WAUS_1_LN,,low,0.391667,True,,low,0.218182,True
4063,10018558027,PLUM    138 KV  PLU-UNI,PLUM_138 KV_PLU-UNI:ACTUAL,medium,0.767143,False,PLUM 138KV - UNIVERSA 138KV (PLUM 138 KV PLU-UNI),high,0.86369,False
4064,10018995132,SALTSPRG_138KVSAL-MAS1_1_LN,,low,0.361364,True,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),low,0.533333,True
4065,10015879668,SAWMILL 138 KV  SAW-DUB1,SAWMILL_138 KV_SAW-DUB1:ACTUAL,medium,0.767143,False,SAWMILL 138KV - DUBLIN 138KV (SAWMILL 138 KV SAW-DUB1),high,0.860357,False
4066,10016017620,CAPITALA138 KV  CAP-TWI,CAPITALA_138 KV_CAP-TWI:ACTUAL,low,0.557792,True,TWINBRAN 138KV - CAPITALA 138KV (CAPITALA 138 KV CAP-TWI),medium,0.7375,True
4067,10000566964,GRANDPT 138 KV GRANDPT-GUILFORD,GRANDPT_138 KV_GRA-GUI:ACTUAL,low,0.6975,True,GUILFORD 138KV - GRANDPT 138KV (GRANDPT 138 KV GRA-GUI),high,0.937821,False
4068,10002910477,114 NORT-110 DEVO 11411 1 B 138 KV,110 DEVO 138-114 NORT 138,low,0.586667,True,114 NORT-110 DEVO 11411 1   B  138 KV,low,0.569722,True
4069,10000565483,CUMB PL 230 KV CUMB PL-JUNIATA 2235,CUMB PL_230 KV_CUM-JUN:500/230.Juniata.T2,medium,0.812338,True,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),high,0.9499,False
4070,10017124085,BRIGHTON230 KV  BRI-MTZ2,BRIGHTON_230 KV_BRI-MTZ2:ACTUAL,low,0.596429,True,BRIGHTON230 KV  BRI-BUR4,low,0.501515,True
4071,10017897558,CRANESCR230 KV  TX1,,low,0.476667,True,,low,0.420833,True
4072,10000565483,CUMB PL 230 KV CUMB PL-JUNIATA 2235,CUMB PL_230 KV_CUM-JUN:500/230.Juniata.T2,medium,0.812338,True,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),high,0.94615,False
4073,10000567069,MITCHELL 138 KV MITCHELL-SHEPLJCT MI-SLJ,MITCHELL_138 KV_MIT-SHE:ACTUAL,low,0.547403,True,SHEPLJCT 138KV - MITCHELL 138KV (MITCHELL 138 KV MIT-SHE),medium,0.824603,False
4074,10002864514,CARL PN-GARDNERS 1049 B 115 KV,CARL PN_115 KV_CAR-GAR:ACTUAL,medium,0.731538,True,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),high,0.94615,False
4075,10019094832,KANAWHAR_138KVKAN-KIN1_1_LN,,low,0.361364,True,KANAWHAR 138KV - KINCAIDA 138KV (KANAWHAR 138 KV KAN-KIN1),low,0.533333,True
4076,10004060528,16 WAUKE345 KV  TR83CT-P,138 SILV_345 KV_TR83CT-P:ACTUAL,low,0.561429,True,16 WAUKE 345KV - 16 WAUKE 1KV (16 WAUKE 345 KV TR83CT-P),medium,0.727381,True
4077,10000466269,SHAWVILL 230 KV SHAWVILL BNK 2A-P XFORMER,SHAWVILL_230 KV_BNK 2A-P:Actual,low,0.67987,True,SHAWVILL 1KV - SHAWVILL 230KV (SHAWVILL 230 KV BNK 2A-P),medium,0.822222,True
4078,10017140487,SANDERSO138 KV  SAN-08C,SANDERSO_138 KV_SAN-08C:ACTUAL,low,0.561429,True,08CADIZ 138KV - SANDERSO 138KV (SANDERSO 138 KV SAN-08C),medium,0.732937,True
4079,10019392342,EWOOSTER_138KVEWO-MINE_1_LN,,low,0.391667,True,,low,0.218182,True
4080,10000565041,HINCHMAN 230 KV HINCHMAN-JACK PS M-2239,HINCHMAN_230 KV_HIN-JAC:ACTUAL,low,0.542045,True,JACK PS 230KV - HINCHMAN 230KV (HINCHMAN 230 KV HIN-JAC),high,0.877132,False
4081,10019556788,HOOVERSV_115KVHOO-TOW_1_LN,,low,0.391667,True,,low,0.218182,True
4082,10018996792,ROCKPWKS_T2_7658_XF,,low,0.446429,True,,low,0.245,True
4083,10018981399,GARDNERS_115KVGAR-TEX_1_LN,,low,0.355769,True,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX),low,0.536842,True
4084,10017121424,RICHLND 138 KV  RIC-WAUS,RICHLND_138 KV_RIC-WAUS:ACTUAL,medium,0.767143,False,RICHLND 138KV - WAUSEON 138KV (RICHLND 138 KV RIC-WAUS),high,0.86369,False
4085,10017423547,BROADVW 138 KV  BRO-FIN,BROADVW_138 KV_BRO-FIN:ACTUAL,medium,0.767143,False,FINLEY 138KV - BROADVW 138KV (BROADVW 138 KV BRO-FIN),high,0.86369,False
4086,10000570434,IDYLWOO4 230 KV IDYLWOO4-CLARK4 202A,,low,0.496032,True,IDYLWOO4 230KV - CLARK4 230KV (IDYLWOO4 230 KV 202A),medium,0.84623,False
4087,10000566134,JOHNSTOW 230 KV JOHNSTOW-SEWARD SJ 2018,JOHNSTOW_230 KV_JOH-SEW:Seward #9 & #11 230/115 kV transformers,low,0.67987,True,SEWARD 230KV - JOHNSTOW 230KV (JOHNSTOW 230 KV JOH-SEW),high,0.854163,False
4088,10018993348,PLYWOOD_115KV151A_1_LN,,low,0.238889,True,,low,0.459341,True
4089,10000566847,CONNELSV 138 KV CONNELLS-STONEJCT CV-STOJ,CONNELSV_138 KV_CON-STO:ACTUAL,low,0.515,True,STONEJCT 138KV - CONNELSV 138KV (CONNELSV 138 KV CON-STO),medium,0.797099,False
4090,10000568005,66 E FRN 345 KV 66 E FRN-116 GOOD 11601,66 E FRN_345 KV_6608:ACTUAL,low,0.596429,True,66 E FRN 345KV - 116 GOOD 345KV (66 E FRN 345 KV 11602),low,0.550833,True
4091,10016017709,UNIONCMP115 KV  93C,,low,0.415714,True,FRANKLI4 115KV - UNIONCMP 115KV (UNIONCMP 115 KV 93C),low,0.65,True
4092,10019376325,MORGANTO_T1_230T2_XF,,low,0.446429,True,,low,0.279365,True
4093,10000565959,MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,MIDDLJCT_115 KV_MID-YOR8:ACTUAL,low,0.629487,True,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR8),high,0.887778,False
4094,10000468843,VALLEY4 500 KV VALLEY4 TX1 XFORMER,VALLEY4_500 KV_TX1:L500.Dooms-Valley.549,low,0.565909,True,VALLEY4  TX1      XFORMER   H  500 KV,high,0.915201,False
4095,10016774691,TWINBRAN345 KV  T-6,,low,0.435,True,TWINBRAN 345KV - TWINBRAN 138KV (TWINBRAN 345 KV T-6),low,0.653333,True
4096,10016433309,BENTONHA138 KV  BEN-CRY1,BENTONHA_138 KV_BEN-CRY1:345/138.Olive.T2(Sctnlz),low,0.522222,True,BENTONHA 138KV - CRYSTAL 138KV (BENTONHA 138 KV BEN-CRY1),low,0.667991,True
4097,10019054077,ALLDAM6_138KVALL-KIT_1_LN,,low,0.361364,True,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),low,0.533333,True
4098,10004196405,ETOWANDA230 KV  ETO-SCO,ETOWANDA_230 KV_ETO-SCO:ACTUAL,low,0.557792,True,ETOWANDA 230KV - SCOTCHHO 230KV (ETOWANDA 230 KV ETO-SCO),medium,0.743269,True
4099,10000565907,CLY 115 KV CLY -ES3CONEW CLY-ES3,CLY_115 KV_CLY-ES3:ACTUAL,low,0.627778,True,CLY 115KV - ES3CONEW 115KV (CLY 115 KV CLY-ES3),high,0.919368,False
4100,10016923621,BIRCHWD 230 KV  BIR-COMO,BIRCHWD_230 KV_BIR-COMO:ACTUAL,medium,0.767143,False,BIRCHWD 230KV - COMORNDP 230KV (BIRCHWD 230 KV BIR-COMO),high,0.86369,False
4101,10000568636,COLLEGEC 138 KV COLLEGEC-COLLINSV,COLLEGEC_138 KV_COL-COL6:ACTUAL,low,0.633333,True,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6),high,0.890114,False
4102,10018269018,NDELPHOS69 KV   NDE-SDE,NDELPHOS_69 KV_NDE-SDE:ACTUAL,low,0.596429,True,,low,0.422273,True
4103,10002925254,RICH PE-WANEETA 220-35 A 230 KV,RICH PE_230 KV_RIC-WAN:ACTUAL,medium,0.760909,True,RICH PE 230KV - WANEETA 230KV (RICH PE 230 KV RIC-WAN),low,0.637552,True
4104,10002900124,TANNERSC-DEARBORN1 TIE A 345 KV,TANNERSC_345 KV_TAN-DEA1:ACTUAL,low,0.586154,True,TANNERSC 345KV - DEARBORN 345KV (TANNERSC 345 KV TAN-DEA1),medium,0.758021,False
4105,10003952898,SAPONY  115 KV  69B,SAPONY_115 KV_69B:ACTUAL,medium,0.72,True,SAPONY 115KV - REAMSDP 115KV (SAPONY 115 KV 69B),medium,0.816667,False
4106,10000570796,CLIN DUQ 138 KV CLINTON-FINDLAY Z-34,CLIN DUQ_138 KV_CLI-FIN:Collier - Clinton (DUQ) 345 KV LINE,low,0.676786,True,CLIN DUQ 138KV - FINDLAY 138KV (CLIN DUQ 138 KV CLI-FIN),high,0.853175,False
4107,10019363834,BOONETWN_230KVBOO-NBO_1_LN,,low,0.391667,True,,low,0.218182,True
4108,10000467986,CLBHOUSE 230 KV CLBHOUSE TX1 XFORMER,CLBHOUSE_230 KV_TX1:ACTUAL,low,0.561429,True,CLBHOUSE 115KV - CLBHOUSE 230KV (CLBHOUSE 230 KV TX1),low,0.589286,True
4109,10000568676,CORNER 138 KV CORNER-LAYMAN,CORNER_138 KV_COR-LAY:ACTUAL,medium,0.726389,True,CORNER 138KV - LAYMAN 138KV (CORNER 138 KV COR-LAY),low,0.624825,True
4110,10002508920,CHARLTSV 230 KV CHARLTSV-PROFITDP 2054B1,CHARLTSV_230 KV_2054B1:ACTUAL,low,0.561429,True,CHARLTSV 230KV - PROFITDP 230KV (CHARLTSV 230 KV 2054B1),high,0.86369,False
4111,10019237435,ANTRIM_138KVANT-REI_1_LN,,low,0.391667,True,,low,0.28381,True
4112,10017079210,CLIFTON 500 KV  TX2,CLIFTON_500 KV_TX2:L500.Loudoun-Morrisville.569,low,0.575974,True,CLIFTON 500KV - CLIFTON 230KV (CLIFTON 500 KV TX2),medium,0.82619,False
4113,10016032444,MIAMI   345 KV  BK-E,MIAMI_345 KV_BK-E:ACTUAL,medium,0.767143,False,MIAMI 345KV - MIAMI 138KV (MIAMI 345 KV BK-E),high,0.867857,False
4114,10000579143,SCOTTSVI 138 KV SCOTTSVI-BREMO_VP,SCOTTSVI_138 KV_SCO-BRE1:BREMO 230/115 TX#9,low,0.672727,True,BREMO4 138KV - SCOTTSVI 138KV (SCOTTSVI 138 KV SCO-BRE1),medium,0.769913,False
4115,10000570643,CROZET 230 KV CROZET -DOOMS4 291A,CROZET_230 KV_291A:L230.Dooms-Charlottesville.233,low,0.565909,True,DOOMS4 230KV - CROZET 230KV (CROZET 230 KV 291A),high,0.91044,False
4116,10016922864,WMORELN4230 KV  TX1,,low,0.282222,True,WMORELN4 230KV - WMORELN4 35KV (WMORELN4 230 KV TX1),low,0.510714,True
4117,10016245768,ESIDELIM138 KV  ESI-STE1,ESIDELIM_138 KV_ESI-STE1:ACTUAL,low,0.596429,True,ESIDELIM138 KV  ESI-NDE1,low,0.503333,True
4118,10000467986,CLBHOUSE 230 KV CLBHOUSE TX1 XFORMER,CLBHOUSE_230 KV_TX1:ACTUAL,low,0.561429,True,CLBHOUSE 230KV - CLBHOUSE 115KV (CLBHOUSE 230 KV TX1),medium,0.739286,True
4119,10004236903,EELKHART138 KV  EEL-MOT1,,low,0.355714,True,EELKHART138 KV  EEL-MOT1,high,0.978571,False
4120,10017895707,TWITTYCK115 KV  TX1,,low,0.43,True,TWITTYCK 115KV - TWITTYCK 35KV (TWITTYCK 115 KV TX1),low,0.651786,True
4121,10019146394,23_COLLI_T1_345TR92CT-S_XF,,low,0.322222,True,23 COLLI 345KV - 23 COLLI 1KV (23 COLLI 345 KV TR92CT-S),low,0.51125,True
4122,10017121740,HARMONYV230 KV  TX2,,low,0.435,True,HARMONYV 230KV - HARMONYV 115KV (HARMONYV 230 KV TX2),low,0.653333,True
4123,10016435411,EWATERVT138 KV  EAS-HAR,EWATERVT_138 KV_EAS-HAR:ACTUAL,low,0.557792,True,EWATERVT 138KV - HARTFORD 138KV (EWATERVT 138 KV EAS-HAR),medium,0.7375,True
4124,10004206227,ALLENIM 138 KV  ALL-TIL,ALLENIM_138 KV_ALL-TIL:ACTUAL,medium,0.807143,False,ALLENIM 138KV - TILLMAN 138KV (ALLENIM 138 KV ALL-TIL),low,0.550833,True
4125,10000572383,SALTSPRG 138 KV SALTSPRG-MASURY,SALTSPRG_138 KV_SAL-MAS1:L138.Masury-Shenango,low,0.689394,True,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),low,0.580769,True
4126,10000466603,BELMONT 765 KV BELMONT TRAN 5 (IROL,BELMONT_765 KV_TRAN 5:ACTUAL,low,0.627778,True,BELMONT  TRAN  5  (IROL)    H  765 KV,high,0.883455,True
4127,10000468010,ELMONT4 500 KV ELMONT4 TX1 XFORMER,ELMONT4_500 KV_TX1:ACTUAL,low,0.627778,True,ELMONT4  TX1      XFORMER   H  500 KV,medium,0.807509,True
4128,10000678840,STAFFORD 230 KV 2104B,STAFFORD_230 KV_2104B:ACTUAL,low,0.627778,True,CRANESCR 230KV - STAFFORD 230KV (STAFFORD 230 KV 2104B),medium,0.770604,False
4129,10000570451,LOUDOUN4 230 KV LOUDOUN4-GAINESVL 2030A,LOUDOUN4_230 KV_2030A:500/230.Morrisville.TX1 (Sctnlz),low,0.522222,True,LOUDOUN4 230KV - GAINESVL 230KV (LOUDOUN4 230 KV 2030A),high,0.858929,False
4130,10000566600,KENT 69 KV KENT-VAUGHN 6784-1,KENT_69 KV_KEN-VAU:ACTUAL,low,0.692045,True,KENT 69KV - VAUGHN 69KV (KENT 69 KV KEN-VAU),high,0.935128,False
4131,10000467986,CLBHOUSE 230 KV CLBHOUSE TX1 XFORMER,CLBHOUSE_230 KV_TX1:ACTUAL,low,0.561429,True,CLBHOUSE 115KV - CLBHOUSE 230KV (CLBHOUSE 230 KV TX1),low,0.589286,True
4132,10000575840,3ROCKY 115 KV 3ROCKY -BATTLEBO 123A,3ROCKY_115 KV_123A:ACTUAL,low,0.627778,True,3ROCKY 115KV - BATTLEBO 115KV (3ROCKY 115 KV 123A),high,0.91044,False
4133,10016006397,DOEX530 345 KV  DOE-PIE2,DOEX530_345 KV_DOE-PIE2:ACTUAL,medium,0.767143,False,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2),high,0.855357,False
4134,10004194634,FACEROCK69 KV   FAROZBR,,low,0.432222,True,FACEROCK69 KV   FAROZBR,high,0.978571,True
4135,10018993336,CHERRYHI_69KVCHE-NAZ2_1_LN,,low,0.336923,True,NAZARETH 69KV - CHERRYHI 69KV (CHERRYHI 69 KV CHE-NAZ2),low,0.533333,True
4136,10017091207,BULLITCO161 KV  BUL-CEDL,BULLITCO_161 KV_BUL-CEDL:ACTUAL,low,0.596429,True,,low,0.398182,True
4137,10002233508,BEDINGTON - BLACK OAK REACTIVE TRANSFER INTERFACE,Black Oak - Bedington Interface,low,0.55,True,TRANSFER INTERFACE: BED-BLA,low,0.638765,True
4138,10017121422,OST     138 KV  OST-SOU,,low,0.466667,True,SOUTHWES 138KV - OST 138KV (OST 138 KV OST-SOU),medium,0.821667,False
4139,10000566801,CABOT 500 KV CABOT-KEYSTONE 5002,CABOT_500 KV_CAB-KEY:L500.Keystone-SouthBend.5001(513),medium,0.762308,False,KEYSTONE 500KV - CABOT 500KV (CABOT 500 KV CAB-KEY),high,0.935128,False
4140,10003951644,ELIMA   345 KV  2-P,ELIMA_345 KV_2-P:ACTUAL,medium,0.77,False,ELIMA   345 KV  1-P,low,0.662222,True
4141,10000643867,7 STATE 345 KV 7 STATE TR82CT XFORMER,7 STATE_345 KV_TR82CT:345L17724,low,0.627778,True,7 STATE 345KV - 7 STATE 138KV (7 STATE 345 KV TR82CT),medium,0.774176,False
4142,10000567141,SMITHTON 138 KV SMITHTON-YUKON SLJ-YU,SMITHTON_138 KV_SMI-YUK2:CHARLERO-YUKON (APS),low,0.6,True,YUKON 138KV - SMITHTON 138KV (SMITHTON 138 KV SMI-YUK2),medium,0.819658,False
4143,10000568345,BELLEFON 138 KV BELLEFON-GRANGSTO,,low,0.498889,True,BELLEFON138 KV  BEL-GRA1,low,0.539773,True
4144,10016432437,MILLBROO138 KV  MIL-SPO1,MILLBROO_138 KV_MIL-SPO1:ACTUAL,low,0.561429,True,SPOINT 138KV - MILLBROO 138KV (MILLBROO 138 KV MIL-SPO1),medium,0.732937,True
4145,10002862867,SHERWOOD115 KV  91C,,low,0.415714,True,TRANSCO 115KV - SHERWOOD 115KV (SHERWOOD 115 KV 91C),low,0.647619,True
4146,10016994162,GRANDVIE115 KV  GRA-HAY,GRANDVIE_115 KV_GRA-HAY:L115.Eclipse-Piney.1038,low,0.522222,True,HAYNIE 115KV - GRANDVIE 115KV (GRANDVIE 115 KV GRA-HAY),medium,0.737987,True
4147,10015936127,16 WAUKE138 KV  TR83CT-S,135 ELMH_138 KV_TR83CT-S:ACTUAL,low,0.561429,True,16 WAUKE 1KV - 16 WAUKE 138KV (16 WAUKE 138 KV TR83CT-S),medium,0.727381,True
4148,10000566984,HARR APS 500 KV HARR APS-PRUNTYTO,HARR APS_500 KV_HAR-PRU:ACTUAL,low,0.67987,True,HARR APS 500KV - PRUNTYTO 500KV (HARR APS 500 KV HAR-PRU),high,0.912302,False
4149,10000566128,HOOVERSV 115 KV HOOVERSV-TOWER51 H1H2 1071,HOOVERSV_115 KV_HOO-TOW:ACTUAL,low,0.582857,True,TOWER51 115KV - HOOVERSV 115KV (HOOVERSV 115 KV HOO-TOW),high,0.852711,False
4150,10002424368,DIXONVIL115 KV DIX-GLO,DIXONVIL_115 KV_DIX-GLO:ACTUAL,low,0.561429,True,DIXONVIL115 KV  DIX-GLO,high,0.875,False
4151,10017400408,BREMO4  230 KV  2193A,BREMO4_230 KV_2193A:L500.Cloverdale-Lexington.566,low,0.621429,True,BREMO4 230KV - FRKUNION 230KV (BREMO4 230 KV 2193A),medium,0.808333,False
4152,10016010290,BOYKINS 115 KV  108A,BOYKINS_115 KV_108A:ACTUAL,medium,0.714444,True,BOYKINS 115KV - MURPHY 115KV (BOYKINS 115 KV 108A),medium,0.815079,False
4153,10000467986,CLBHOUSE 230 KV CLBHOUSE TX1 XFORMER,CLBHOUSE_230 KV_TX1:ACTUAL,low,0.552198,True,CLBHOUSE 230KV - CLBHOUSE 115KV (CLBHOUSE 230 KV TX1),medium,0.735,True
4154,10015851703,HUNTERST230 KV  TR2,,low,0.441667,True,HUNTERST 230KV - HUNTERST 115KV (HUNTERST 230 KV TR2),low,0.655,True
4155,10000466200,HOMERCIT 345 KV HOMERCIT S.AUTO-P XFORMER,HOMERCIT_345 KV_S.AUTO-P:ACTUAL,low,0.67987,True,HOMERCIT 1KV - HOMERCIT 345KV (HOMERCIT 345 KV S.AUTO-P),medium,0.828889,False
4156,10018990202,MEHOOPAN_115KVMEH-NME1_1_LN,,low,0.391667,True,,low,0.218182,True
4157,10019389376,MARQUIS2_345KVMAR-DOE2_1_LN,,low,0.391667,True,,low,0.218182,True
4158,10018272027,10301   138 KV  10301 3,,low,0.25,True,,low,0.175,True
4159,10002405459,94 HAURD138 KV 96101,,low,0.175,True,94 HAURD138 KV  11323,medium,0.727937,True
4160,10000466188,ETOWANDA 230 KV ETOWANDA 3 TX XFORMER,ETOWANDA_230 KV_4 TX:ACTUAL,low,0.552198,True,ETOWANDA 230KV - ETOWANDA 115KV (ETOWANDA 230 KV 3 TX),medium,0.748333,True
4161,10004187721,DOUBS   500 KV  DOU-GOO,DOUBS_500 KV_DOU-GOO:L500.MtStorm-Meadowbrook.5529,low,0.666667,True,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO),high,0.86369,True
4162,10016927303,ARNOLDCR230 KV  TX1,,low,0.476667,True,,low,0.420833,True
4163,10019091878,ALLLUD4J_138KVALJ-ALL_1_LN,,low,0.391667,True,,low,0.254167,True
4164,10003916717,HUBBARDS138 KV  HUB-TRI1,HUBBARDS_138 KV_HUB-TRI1:ACTUAL,low,0.561429,True,HUBBARDS138 KV  HUB-BIG1,medium,0.820238,False
4165,10002845809,133 ROCK138 KV TR76 34,,low,0.45,True,133 ROCK 138KV - 133 ROCK 34.5KV (133 ROCK 138 KV TR76 34),low,0.651786,True
4166,10017024527,STJOGRAC345 KV  STJ-STJO,STJOGRAC_345 KV_STJ-STJO:L345.Lasalle - Plano.0101,low,0.522222,True,STJOHNS 345KV - STJOGRAC 345KV (STJOGRAC 345 KV STJ-STJO),medium,0.735714,True
4167,10001780777,THELMA 69 KV THE-THE1,THELMA_69 KV_THE-THE1:ACTUAL,medium,0.72,True,THELMAEK 69KV - THELMA 69KV (THELMA 69 KV THE-THE1),medium,0.821667,False
4168,10019270436,DEEPCRK_115KVDEE-GAR_1_LN,,low,0.391667,True,,low,0.218182,True
4169,10017178477,BENSONDP115 KV  BEN-HATH,BENSONDP_115 KV_BEN-HATH:L230.Chinquapin-Everetts.2160,low,0.522222,True,HATHAWAY 115KV - BENSONDP 115KV (BENSONDP 115 KV BEN-HATH),medium,0.737987,True
4170,10016894852,WEST CONTINGENCY 23,WEST contingency 30 Keystone.U2,low,0.508333,True,WEST contingency 23,medium,0.82,False
4171,10002168620,TRENTON2 138 KV TRENTON2-HUSTON 3281,TRENTON2_138 KV_HUS-TRE:ACTUAL,low,0.633333,True,HUSTON 138KV - TRENTON2 138KV (TRENTON2 138 KV HUS-TRE),high,0.890114,False
4172,10002891212,MALISZEW765 KV  1,,low,0.216667,True,MALISZEW765 KV  1,medium,0.781905,False
4173,10018999188,MONTCO_138KVMON-PLY_1_LN,,low,0.391667,True,,low,0.218182,True
4174,10002892174,BERGEN  138 KV  BER-FAIM,BERGEN_138 KV_BER-FAIM:345/138.Bergen.345-1,high,0.866667,False,BERGEN 138KV - FAIRLAWN 138KV (BERGEN 138 KV BER-FAIM),high,0.866721,False
4175,10019577538,KILMER_230KVKIL-LAKI_1_LN,,low,0.391667,True,,low,0.218182,True
4176,10015858897,NEWCARLI138 KV  NEW-PLE,NEWCARLI_138 KV_NEW-PLE:ACTUAL,low,0.561429,True,NEWCARLI 138KV - PLETCHER 138KV (NEWCARLI 138 KV NEW-PLE),medium,0.737987,True
4177,10002550860,6606 138 KV 6606 Z1,6606_138 KV_6606 Z1:ACTUAL,low,0.683333,True,7306    138 KV  7306 Z1,low,0.645,True
4178,10000570773,BRUNOTIS 138 KV BRUNOTIS-COLLIER Z-41,BRUNOTIS_138 KV_BRU-COL1:ACTUAL,low,0.612727,True,COLLIER 138KV - BRUNOTIS 138KV (BRUNOTIS 138 KV BRU-COL1),low,0.546684,True
4179,10016469371,HARMONY 138 KV  HAR-KIA,HARMONY_138 KV_HAR-KIA:230/138.Edgemoor.AT20,medium,0.7375,True,HARMONY 138KV - KIAMENSI 138KV (HARMONY 138 KV HAR-KIA),high,0.86553,False
4180,10016736801,FTSLOCUM 190-6R THERMAL,FTSLOCUM_69 KV_190-6R:ACTUAL,low,0.519048,True,,low,0.4875,True
4181,10016432714,DERBYTAP34 KV   DER-ORO1,,low,0.183333,True,DERBYTAP34 KV   DER-ORO1,low,0.666071,True
4182,10000467477,JOSHUAF2 765 KV JOSHUAF2 . 1 XFORMER,,low,0.476667,True,JOSHUAF2 .  1     XFORMER   H  765 KV,low,0.51,True
4183,10004210906,BLMNTDOM230 KV  2180,,low,0.225,True,BLMNTDOM230 KV  201,high,0.97,False
4184,10000566694,ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:ACTUAL,low,0.586154,True,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),medium,0.849218,False
4185,10000579391,NTEMPLE 230 KV NTEMPLE-ONTLAUN 1014,NTEMPLE_230 KV_NTE-ONT:ACTUAL,medium,0.726389,True,ONTELAUN 230KV - NTEMPLE 230KV (NTEMPLE 230 KV NTE-ONT),low,0.508042,True
4186,10016023276,BOONETWN230 KV  BOO-SRE,BOONETWN_230 KV_BOO-SRE:ACTUAL,low,0.561429,True,BOONETWN 230KV - SREADING 230KV (BOONETWN 230 KV BOO-SRE),medium,0.737987,True
