market_constraint,match_source,matched_constraint,confidence,total_score,facility_score,contingency_score,voltage_match,zone_overlap,second_best_score,ambiguous
YADKIN4 500 KV  TX5,pano,YADKIN4 500KV - YADKIN4 230KV (YADKIN4 500 KV TX5),high,0.7833,0.6667,1.0,1.0,0.5,0.5333,False
YADKIN4 500 KV  TX5,dayzer,YADKIN4_500 KV_TX2:500/230.Yadkin.TX5 (Sctnlz),low,0.4357,0.5714,0.0,1.0,0.0,0.4357,True
DELA PE 69 KV   DEL 1TR,pano,DELA PE 69 KV   DEL 1TR,high,0.73,1.0,0.0,1.0,0.8,0.53,False
DELA PE 69 KV   DEL 1TR,dayzer,DELA PE_69 KV_DEL 1TR:ACTUAL,medium,0.6516,0.8889,0.0,1.0,0.5714,0.5333,False
DOEX530 345 KV  DOE-PIE1,pano,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE1),high,0.835,0.75,1.0,1.0,0.6,0.785,False
DOEX530 345 KV  DOE-PIE1,dayzer,DOEX530_345 KV_DOE-PIE1:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.525,False
MARTINSC 230 KV MARTINSC-SIEGFRIE NO.1,pano,SIEGFRIE 230KV - MARTINSC 230KV (MARTINSC 230 KV MAR-SIE1),high,0.8303,0.7273,1.0,1.0,0.6667,0.5511,False
MARTINSC 230 KV MARTINSC-SIEGFRIE NO.1,dayzer,MARTINSC_230 KV_MAR-SIE1:ACTUAL,low,0.45,0.6,0.0,1.0,0.0,0.4227,True
PADDOCK T21 345/138 KV L/O BYRON - WAYNE 345 KV,pano,PADDOCK 345KV - PADDOCK 138KV (PADDOCK 345 KV T21),medium,0.5389,0.4444,1.0,0.0,0.6667,0.4985,True
PADDOCK T21 345/138 KV L/O BYRON - WAYNE 345 KV,dayzer,PADDOCK_345 KV_T21:Byron - Wayne 345 kV,low,0.4444,0.8889,0.0,0.0,0.0,0.4,True
BED-BLA CONTINGENCY 54,pano,BED-BLA contingency 54,high,0.8,1.0,1.0,0.0,0.5,0.6333,False
BED-BLA CONTINGENCY 54,dayzer,BED-BLA contingency 45 MtStorm.U2,low,0.425,0.75,0.0,0.0,0.5,0.3833,True
LINWOOD2138 KV  LIN-ROS1,pano,LINCOLN2138 KV  LIN-ROB1,low,0.3833,0.3333,0.0,1.0,0.6667,0.3071,False
LINWOOD2138 KV  LIN-ROS1,dayzer,LINWOOD2_138 KV_LIN-ROS1:ACTUAL,low,0.3257,0.5714,0.0,0.0,0.4,0.2222,True
SWLIMA  138 KV  SWL-WMO1,pano,SWLIMA 138KV - WMOULTON 138KV (SWLIMA 138 KV SWL-WMO1),high,0.835,0.75,1.0,1.0,0.6,0.6683,False
SWLIMA  138 KV  SWL-WMO1,dayzer,SWLIMA_138 KV_SWL-WMO1:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.525,False
911INDUS138 KV  911-NEWC,pano,NEWCASOE 138KV - 911INDUS 138KV (911INDUS 138 KV 911-NEWC),medium,0.6238,0.3333,1.0,1.0,0.5714,0.4988,False
911INDUS138 KV  911-NEWC,dayzer,911INDUS_138 KV_911-NEWC:345/138.Hoytdale.T2,low,0.3567,0.3333,0.0,1.0,0.4,0.3329,True
ASPENSLR115 KV  ASP-SHAD,pano,SHADEGAP 115KV - ASPENSLR 115KV (ASPENSLR 115 KV ASP-SHAD),high,0.7045,0.5,1.0,1.0,0.5455,0.6212,False
ASPENSLR115 KV  ASP-SHAD,dayzer,ASPENSLR_115 KV_ASP-SHAD:ACTUAL,medium,0.4607,0.5714,0.0,1.0,0.25,0.4008,False
DOUBS   500 KV  DOU-GOO,pano,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO),high,0.8365,0.75,1.0,1.0,0.6154,0.774,False
DOUBS   500 KV  DOU-GOO,dayzer,DOUBS_500 KV_DOU-GOO:L500.FrontRoyal-Morrisville.541,medium,0.5056,0.6667,0.0,1.0,0.2222,0.5056,True
CARLLS-SHERMAN 0739 A 69 KV,pano,CARLLS 69KV - SHERMAN 69KV (CARLLS 69 KV CAR-SHE),high,0.9214,0.8889,1.0,1.0,0.7692,0.8595,False
CARLLS-SHERMAN 0739 A 69 KV,dayzer,CARLLS_69 KV_CAR-SHE:L69.Sherman-SecondSt.0758,medium,0.5722,0.8,0.0,1.0,0.2222,0.55,True
KYGER CREEK - SPORN 345KV L/O HANGING ROCK - JEFFERSON 765KV,pano,CLIFTY CREEK-DEARBORN 1 345 KV L/O HANGING ROCK-JEFFERSON 765 KV,medium,0.5257,0.625,0.0,1.0,0.6316,0.4727,False
KYGER CREEK - SPORN 345KV L/O HANGING ROCK - JEFFERSON 765KV,dayzer,OLIVE_345 KV_2-P:L765.Hanging Rock-Jefferson,low,0.35,0.4,0.0,1.0,0.0,0.3375,True
KENT 69 KV KENT-VAUGHN 6784-1,pano,KENT 69KV - VAUGHN 69KV (KENT 69 KV KEN-VAU),high,0.9214,0.8889,1.0,1.0,0.7692,0.838,False
KENT 69 KV KENT-VAUGHN 6784-1,dayzer,KENT_69 KV_KEN-VAU:ACTUAL,medium,0.545,0.75,0.0,1.0,0.2,0.5056,True
CHARLTSV230 KV  291C,pano,CHARLTSV230 KV  233A,medium,0.6333,0.5,0.6667,1.0,0.6667,0.5952,True
CHARLTSV230 KV  291C,dayzer,CHARLTSV_230 KV_291C:L500.Elmont-Cunningham.553,low,0.2929,0.2857,0.0,1.0,0.0,0.2929,True
COPELNDP115 KV  COP-HOLL,pano,HOLLAND 115KV - COPELNDP 115KV (COPELNDP 115 KV COP-HOLL),high,0.7045,0.5,1.0,1.0,0.5455,0.425,False
COPELNDP115 KV  COP-HOLL,dayzer,COPELNDP_115 KV_COP-HOLL:L115.Pecan-Carolina.1010,low,0.4008,0.4444,0.0,1.0,0.2857,0.1786,False
FACEROCK69 KV   FAC-MIL1,pano,FACEROCK 69KV - MILLWDPL 69KV (FACEROCK 69 KV FAC-MIL1),high,0.7167,0.5,1.0,1.0,0.6667,0.585,False
FACEROCK69 KV   FAC-MIL1,dayzer,FACEROCK_69 KV_FAC-MIL1:L69.FaceRock-Manor,low,0.4,0.5,0.0,1.0,0.0,0.2929,False
BOARDMAN138 KV BOA-SHE1,pano,BOARDMAN138 KV  BOA-NEV1,high,0.7905,0.6667,1.0,1.0,0.5714,0.6944,False
BOARDMAN138 KV BOA-SHE1,dayzer,BOARDMAN_138 KV_BOA-SHE1:L345.Hoytdale-McClelland,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
LANHAM 115 KV LANHAM-TUXEDO 11503,pano,LANHAM 115KV - TUXEDO 115KV (LANHAM 115 KV LAN-TUX3),medium,0.6672,0.8889,0.0,1.0,0.7273,0.4957,False
LANHAM 115 KV LANHAM-TUXEDO 11503,dayzer,LANHAM_115 KV_LAN-TUX3:ACTUAL,medium,0.5536,0.75,0.0,1.0,0.2857,0.4286,False
APSOUTH CONTINGENCY 35,pano,APSOUTH contingency 35,high,0.7429,1.0,0.8571,0.0,0.2857,0.6714,False
APSOUTH CONTINGENCY 35,dayzer,APSOUTH contingency 33 Chesterfield.U6,low,0.3667,0.6667,0.0,0.0,0.3333,0.3556,True
CURRYVIL115 KV  CUR-SAX,pano,CURRYVIL 115KV - SAXTON 115KV (CURRYVIL 115 KV CUR-SAX),medium,0.46,0.5,0.0,1.0,0.6,0.46,True
CURRYVIL115 KV  CUR-SAX,dayzer,CURRYVIL_115 KV_CUR-SAX:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4333,False
GREENBUS_69KVGRN-TAS_1_LN,pano,GREENBUS 69KV - TASLEY 69KV (GREENBUS 69 KV GRN-TAS),medium,0.4944,0.4444,1.0,0.0,0.2222,0.2722,False
GREENBUS_69KVGRN-TAS_1_LN,dayzer,GREENBUS_69 KV_GRN-TAS:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.1818,True
WESTGLOW138 KV  WES-WUR,pano,WESTGLOW 138KV - WURNO 138KV (WESTGLOW 138 KV WES-WUR),medium,0.46,0.5,0.0,1.0,0.6,0.46,True
WESTGLOW138 KV  WES-WUR,dayzer,WESTGLOW_138 KV_WES-WUR:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4333,False
ALTAVSTA69 KV   35A1,pano,ALTAVSTA69 KV   35A1,high,0.9333,1.0,1.0,1.0,0.3333,0.6786,False
ALTAVSTA69 KV   35A1,dayzer,CLAYTNAE69 KV CLA-WOO New Freedom-Monroe (2305) Monroe #4 xfmr,low,0.175,0.0,0.0,1.0,0.25,0.175,True
LEWESREA 69 KV LEWESREA-MIDWAY 6751-2,pano,MIDWAY 69KV - LEWESREA 69KV (LEWESREA 69 KV LEW-MID),medium,0.6269,0.8,0.0,1.0,0.7692,0.3164,False
LEWESREA 69 KV LEWESREA-MIDWAY 6751-2,dayzer,LEWESREA_69 KV_LEW-MID:ACTUAL,medium,0.5278,0.6667,0.0,1.0,0.4444,0.3944,False
VERMILION-TILTON ENERGY CENTER 138 KV L/O RISING-SIDNEY 345 KV,pano,RISING 138KV - BONDVIL 138KV (RISING 138 KV 1642),medium,0.5333,0.2,1.0,1.0,0.3333,0.4833,True
VERMILION-TILTON ENERGY CENTER 138 KV L/O RISING-SIDNEY 345 KV,dayzer,RISING_138 KV_1642:Sidney-Rising 345 kV,low,0.3722,0.4444,0.0,1.0,0.0,0.3167,False
ECLIPSE 115 KV  ECL-SCR,pano,ECLIPSE 115KV - SCRUBGRS 115KV (ECLIPSE 115 KV ECL-SCR),medium,0.5917,0.75,0.0,1.0,0.6667,0.5433,True
ECLIPSE 115 KV  ECL-SCR,dayzer,ECLIPSE_115 KV_ECL-SCR:ACTUAL,medium,0.6286,0.8571,0.0,1.0,0.5,0.4607,False
ESAYRE 115 KV ESAYRE-NWAVERLY 1058 TIE,pano,NWAVERLY 115KV - ESAYRE 115KV (ESAYRE 115 KV ESA-NWA),medium,0.63,0.8,0.0,1.0,0.8,0.63,True
ESAYRE 115 KV ESAYRE-NWAVERLY 1058 TIE,dayzer,ESAYRE_115 KV_ESA-NWA:ACTUAL,medium,0.5197,0.6667,0.0,1.0,0.3636,0.47,True
FRDRKSBG230 KV  2083A,pano,FRDRKSBG230 KV  2104,medium,0.6111,0.6667,0.3333,1.0,0.4444,0.5917,True
FRDRKSBG230 KV  2083A,dayzer,FRDRKSBG_230 KV_2083A:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.2929,False
CONNELSV 138 KV CONNELLS-STONEJCT CV-STOJ,pano,STONEJCT 138KV - CONNELSV 138KV (CONNELSV 138 KV CON-STO),medium,0.5244,0.6154,0.0,1.0,0.6667,0.5202,True
CONNELSV 138 KV CONNELLS-STONEJCT CV-STOJ,dayzer,CONNELSV_138 KV_CON-STO:ACTUAL,low,0.4333,0.5,0.0,1.0,0.3333,0.3825,False
CEDARSUB230 KV CED-WILF,pano,WILLIAM1 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-WILF),high,0.7045,0.5,1.0,1.0,0.5455,0.6344,False
CEDARSUB230 KV CED-WILF,dayzer,CEDARSUB230 KV CED-WILF Bergen.2CC (2001 STM/2101 CT1/2202 CT2),medium,0.4773,0.5455,0.0,1.0,0.5455,0.4579,True
BAKRSPDP115 KV  BAK-HARR,pano,HARRELL 115KV - BAKRSPDP 115KV (BAKRSPDP 115 KV BAK-HARR),medium,0.4545,0.5,0.0,1.0,0.5455,0.3786,False
BAKRSPDP115 KV  BAK-HARR,dayzer,BAKRSPDP_115 KV_BAK-HARR:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.2864,False
REMINGTN115 KV  TX1,pano,REMINGTN 115KV - REMINGTN 35KV (REMINGTN 115 KV TX1),medium,0.6067,0.3333,1.0,1.0,0.4,0.5114,False
REMINGTN115 KV  TX1,dayzer,CUSHAW_115 KV_TX1:ACTUAL,low,0.35,0.4,0.0,1.0,0.0,0.35,True
MOUN_UGI_T2_2303_XF,pano,MOUN UGI 230KV - MOUN UGI 69KV (MOUN UGI 230 KV 1),low,0.25,0.5,0.0,0.0,0.0,0.25,True
MOUN_UGI_T2_2303_XF,dayzer,MOUN UGI_230 KV_2:ACTUAL,low,0.3524,0.5714,0.0,0.0,0.6667,0.3524,True
ALBURTIS500 KV  ALB-BRN2,pano,BRNGSVIL 500KV - ALBURTIS 500KV (ALBURTIS 500 KV ALB-BRN2),medium,0.6944,0.5,1.0,1.0,0.4444,0.5278,False
ALBURTIS500 KV  ALB-BRN2,dayzer,ALBURTIS_500 KV_ALB-BRN2:L500.Hopatcong-Lackawanna.5063,low,0.3722,0.4444,0.0,1.0,0.0,0.3722,True
CASHCNDP230 KV  2135A,pano,CASHCNDP230 KV  2135A,medium,0.6786,1.0,0.0,1.0,0.2857,0.5952,False
CASHCNDP230 KV  2135A,dayzer,CASHCNDP_230 KV_2135A:500/230.NorthAnna.TX5,low,0.3167,0.3333,0.0,1.0,0.0,0.2929,True
PRESTON 69 KV PRESTON-TODD 6716-6,pano,TODD 69KV - PRESTON 69KV (PRESTON 69 KV PRE-TOD),high,0.9214,0.8889,1.0,1.0,0.7692,0.8857,True
PRESTON 69 KV PRESTON-TODD 6716-6,dayzer,PRESTON_69 KV_PRE-TOD:ACTUAL,medium,0.545,0.75,0.0,1.0,0.2,0.5056,True
HOOVERSV115 KV  HOO-STA,pano,HOOVERSV115 KV  HOO-SCA,medium,0.5333,0.6667,0.0,1.0,0.5,0.5333,True
HOOVERSV115 KV  HOO-STA,dayzer,HOOVERSV_115 KV_HOO-STA:ACTUAL,medium,0.4929,0.5714,0.0,1.0,0.5714,0.4056,False
BRUNOTIS345 KV  BRU-COL,pano,COLLIER 345KV - BRUNOTIS 345KV (BRUNOTIS 345 KV BRU-COL),high,0.7045,0.5,1.0,1.0,0.5455,0.4567,False
BRUNOTIS345 KV  BRU-COL,dayzer,BRUNOTIS_345 KV_BRU-COL:L345.Crescent-Mansfield,low,0.4008,0.4444,0.0,1.0,0.2857,0.315,False
HOMERCIT_230KVHOM-SHE_1_LN,pano,SHELOCTA 230KV - HOMERCIT 230KV (HOMERCIT 230 KV HOM-SHE),low,0.2222,0.4444,0.0,0.0,0.0,0.2222,True
HOMERCIT_230KVHOM-SHE_1_LN,dayzer,HOMERCIT_230 KV_HOM-SHE:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.2222,True
GILLETTE230 KV  GIL-SUMU,pano,GILLETTE 230KV - SUMM JC 230KV (GILLETTE 230 KV GIL-SUMU),medium,0.6722,0.4444,1.0,1.0,0.5,0.5233,False
GILLETTE230 KV  GIL-SUMU,dayzer,GILLETTE_230 KV_GIL-SUMU:L500.Hopatcong-Roseland.5061,low,0.4008,0.4444,0.0,1.0,0.2857,0.2929,False
19906   138 KV  199-KEN6,pano,199 KENS 138KV - 19906 138KV (19906 138 KV 199-KEN6),low,0.4333,0.5,0.0,1.0,0.3333,0.2,False
19906   138 KV  199-KEN6,dayzer,19906_138 KV_199-KEN6:ACTUAL,medium,0.5333,0.6667,0.0,1.0,0.5,0.2,False
16901   138 KV  16901 Z1,pano,6605    138 KV  6605 Z1,high,0.7733,1.0,0.3333,1.0,0.4,0.7,False
16901   138 KV  16901 Z1,dayzer,6606_138 KV_6606 Z1:ACTUAL,medium,0.4833,0.6667,0.0,1.0,0.0,0.4833,True
CHASECTY_CHA1151027_1_LN,pano,CHASECTY_CHA1151027_1_LN,medium,0.5,1.0,0.0,0.0,0.0,0.25,False
CHASECTY_CHA1151027_1_LN,dayzer,CHASECTY_115 KV_1027:ACTUAL,low,0.3,0.4,0.0,0.0,1.0,0.2667,True
BURLING-CROYDON D-220-30-5 A 230 KV,pano,CROYDON 230 KV  BUR-CRO,medium,0.5561,0.6667,0.0,1.0,0.7273,0.5561,True
BURLING-CROYDON D-220-30-5 A 230 KV,dayzer,CROYDON 230 KV BUR-CRO BYBERRY 138-WOODBOURNE 230 AND TRANSFORMER,medium,0.4533,0.5,0.0,1.0,0.5333,0.4429,True
NOTCHCLI115 KV  NOT-WIN7,pano,NOTCHCLI115 KV  NOT-WIN7,high,0.7071,1.0,0.0,1.0,0.5714,0.4333,False
NOTCHCLI115 KV  NOT-WIN7,dayzer,DALESVIL_230 KV_DAL-NOT:ACTUAL,low,0.2095,0.2857,0.0,0.0,0.6667,0.2095,True
AEP-DOM,pano,AEP-DOM contingency 14,high,0.8071,1.0,1.0,0.0,0.5714,0.6405,False
AEP-DOM,dayzer,AEP-DOM contingency 17 Amos.U1U2U3,low,0.4321,0.75,0.0,0.0,0.5714,0.4321,True
SUMSHADE161 KV  20S-5SU1,pano,SUMSHADE 161KV - SUMMER 161KV (SUMSHADE 161 KV 20S-5SU1),medium,0.45,0.5,0.0,1.0,0.5,0.425,True
SUMSHADE161 KV  20S-5SU1,dayzer,SUMSHADE_161 KV_20S-5SU1:ACTUAL,medium,0.4757,0.5714,0.0,1.0,0.4,0.39,False
SWLIMA  138 KV  SWL-WMO1,pano,SWLIMA 138KV - WMOULTON 138KV (SWLIMA 138 KV SWL-WMO1),high,0.835,0.75,1.0,1.0,0.6,0.7279,False
SWLIMA  138 KV  SWL-WMO1,dayzer,SWLIMA_138 KV_SWL-WMO1:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.525,False
CANYON  230 KV  CAN-EAS,pano,ETOWANDA 230KV - CANYON 230KV (CANYON 230 KV CAN-EAS),high,0.8607,0.75,1.0,1.0,0.8571,0.6575,False
CANYON  230 KV  CAN-EAS,dayzer,CANYON_230 KV_CAN-EAS:ACTUAL,medium,0.5986,0.8571,0.0,1.0,0.2,0.5056,False
MCCARTER230 KV  MCC-WOR,pano,MCCARTER230 KV  MCC-WOR,high,0.96,1.0,1.0,1.0,0.6,0.86,False
MCCARTER230 KV  MCC-WOR,dayzer,MCCARTER_230 KV_MCC-STA:345/230.Linden.345-1,low,0.2929,0.2857,0.0,1.0,0.0,0.2929,True
BRAIDWOOD-E FRANKFURT 2001 345 L/O BRAIDWOOD-E FRANKFURT 2003 345,pano,Braidwood-E Frankfurt 2001 345 l/o Braidwood-E Frankfurt 2003 345,medium,0.6429,1.0,0.5714,0.0,0.0,0.4722,False
BRAIDWOOD-E FRANKFURT 2001 345 L/O BRAIDWOOD-E FRANKFURT 2003 345,dayzer,MUNSTER2_345 KV_A:Braidwood-E. Frankfort 2001 345 kV,low,0.25,0.5,0.0,0.0,0.0,0.2222,True
CHALKPT 500 KV  CHA-CHE,pano,CHALKPT 500KV - CHELTENH 500KV (CHALKPT 500 KV CHA-CHE),high,0.8417,0.75,1.0,1.0,0.6667,0.675,False
CHALKPT 500 KV  CHA-CHE,dayzer,CHALKPT_500 KV_CHA-CHE:L500.Brambleton-GooseCreek.558,medium,0.5083,0.6667,0.0,1.0,0.25,0.5083,True
SWLIMA  138 KV  SWL-WMO1,pano,SWLIMA 138KV - WMOULTON 138KV (SWLIMA 138 KV SWL-WMO1),high,0.835,0.75,1.0,1.0,0.6,0.7517,False
SWLIMA  138 KV  SWL-WMO1,dayzer,SWLIMA_138 KV_SWL-WMO1:ACTUAL,medium,0.5786,0.8571,0.0,1.0,0.0,0.525,False
CHINCOTE_69KVCHI-WAT_1_LN,pano,WATTSVIL 69KV - CHINCOTE 69KV (CHINCOTE 69 KV CHI-WAT),low,0.2222,0.4444,0.0,0.0,0.0,0.2,True
CHINCOTE_69KVCHI-WAT_1_LN,dayzer,CHINCOTE_69 KV_CHI-WAT:ACTUAL,low,0.3,0.5,0.0,0.0,0.5,0.2095,True
BEAUMEAD230 KV  BEA-BUTR,pano,BEAUMEAD 230KV - BUTTRMLK 230KV (BEAUMEAD 230 KV BEA-BUTR),high,0.7045,0.5,1.0,1.0,0.5455,0.5379,False
BEAUMEAD230 KV  BEA-BUTR,dayzer,BEAUMEAD_230 KV_BEA-BUTR:L230.EvergreenMills-Brableton.2172,low,0.4008,0.4444,0.0,1.0,0.2857,0.4008,True
NELSON-VIENNA 13707         A  138 KV,pano,VIENNA  138 KV  13710,high,0.7833,0.6667,1.0,1.0,0.5,0.7403,True
NELSON-VIENNA 13707         A  138 KV,dayzer,NELSON_138 KV_AT1:L138.Loretto-Vienna.13780,low,0.4357,0.5714,0.0,1.0,0.0,0.4,True
BUZZARD 138 KV  BUZ-SOU3,pano,BUZZARD 138KV - SOUTHWES 138KV (BUZZARD 138 KV BUZ-SOU3),medium,0.5917,0.75,0.0,1.0,0.6667,0.585,True
BUZZARD 138 KV  BUZ-SOU3,dayzer,BUZZARD_138 KV_BUZ-SOU3:ACTUAL,medium,0.6119,0.8571,0.0,1.0,0.3333,0.4833,False
ELKO 138 KV ELKO-RIDG APS RI-ELK,pano,RIDG APS 138KV - ELKO 138KV (ELKO 138 KV ELK-RID),medium,0.6524,0.8333,0.0,1.0,0.8571,0.6467,True
ELKO 138 KV ELKO-RIDG APS RI-ELK,dayzer,ELKO_138 KV_ELK-RID:ACTUAL,medium,0.49,0.6,0.0,1.0,0.4,0.4167,False
SALTSBUR 138 KV SALTSBUR-SOCIALHA SA-SH,pano,SOCIALHA 138KV - SALTSBUR 138KV (SALTSBUR 138 KV SAL-SOC),high,0.8,0.6667,1.0,1.0,0.6667,0.7167,False
SALTSBUR 138 KV SALTSBUR-SOCIALHA SA-SH,dayzer,SALTSBUR_138 KV_SAL-SOC:L345.Armstrong-HomerCity,low,0.399,0.4615,0.0,1.0,0.1818,0.399,True
BRAMBLET230 KV  BRA-EVRG,pano,BRAMBLET 230KV - EVRGREEN 230KV (BRAMBLET 230 KV BRA-EVRG),high,0.7045,0.5,1.0,1.0,0.5455,0.6167,False
BRAMBLET230 KV  BRA-EVRG,dayzer,BRAMBLET_230 KV_BRA-EVRG:L230.Brambleton-PolandRoad.2183,low,0.4008,0.4444,0.0,1.0,0.2857,0.4008,True
LINCOLN_115KVLIN-STR_1_LN,pano,LINCOLN 115KV - STRABAN 115KV (LINCOLN 115 KV LIN-STR),medium,0.4722,0.4444,1.0,0.0,0.0,0.3929,False
LINCOLN_115KVLIN-STR_1_LN,dayzer,LINCOLN_115 KV_LIN-STR:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2,True
FEAGANSM 138 KV FEAGANSM-STONEWAL STM1,pano,STONEWAL 138KV - FEAGANSM 138KV (FEAGANSM 138 KV FEA-STO),high,0.8406,0.7273,1.0,1.0,0.7692,0.7572,False
FEAGANSM 138 KV FEAGANSM-STONEWAL STM1,dayzer,FEAGANSM_138 KV_FEA-STO:L500.Bedington-Doubs,low,0.4222,0.5,0.0,1.0,0.2222,0.4222,True
STAFFORD_230KV2104B_1_LN,pano,CRANESCR 230KV - STAFFORD 230KV (STAFFORD 230 KV 2104B),low,0.3929,0.2857,1.0,0.0,0.0,0.25,False
STAFFORD_230KV2104B_1_LN,dayzer,LORE 6_161 KV_LN 4361:345L17102,low,0.1667,0.3333,0.0,0.0,0.0,0.1667,True
SMIT APS 138 KV SMIT APS-WYLIERID 214/WYR,pano,WYLIERID 138KV - SMIT APS 138KV (SMIT APS 138 KV SMI-WYL),medium,0.6203,0.7692,0.0,1.0,0.8571,0.6203,True
SMIT APS 138 KV SMIT APS-WYLIERID 214/WYR,dayzer,SMIT APS_138 KV_SMI-WYL:ACTUAL,medium,0.5379,0.6667,0.0,1.0,0.5455,0.4977,True
ATLNTCDP230 KV  2161C,pano,GAINESVL 230KV - ATLNTCDP 230KV (ATLNTCDP 230 KV 2161C),medium,0.5952,0.3333,1.0,1.0,0.2857,0.4286,False
ATLNTCDP230 KV  2161C,dayzer,ATLNTCDP_230 KV_2161C:L230.Gainesville-Railroad.2151,low,0.2929,0.2857,0.0,1.0,0.0,0.2929,True
TUNA 138 KV TUNA-WANEETA 130-02,pano,WANEETA 138KV - TUNA 138KV (TUNA 138 KV TUN-WAN),medium,0.6714,0.8889,0.0,1.0,0.7692,0.6513,True
TUNA 138 KV TUNA-WANEETA 130-02,dayzer,TUNA_138 KV_TUN-WAN:ACTUAL,medium,0.5694,0.75,0.0,1.0,0.4444,0.475,False
BOWIE_115KVBOW-LAN6_1_LN,pano,BOWIE   115 KV  BOW-LAN6,low,0.2857,0.5714,0.0,0.0,0.0,0.2857,True
BOWIE_115KVBOW-LAN6_1_LN,dayzer,BOWIE_115 KV_BOW-LAN6:ACTUAL,low,0.3167,0.5,0.0,0.0,0.6667,0.2222,True
BELLSMIL230 KV  121-6T,pano,RITCHIE 230 KV  123-6T,low,0.44,0.5,0.0,1.0,0.4,0.39,False
BELLSMIL230 KV  121-6T,dayzer,BELLSMIL_230 KV_121-6T:ACTUAL,low,0.4167,0.4,0.0,1.0,0.6667,0.3833,True
AQUASCO 230 KV  AQU-CHA2,pano,CHALKPT 230KV - AQUASCO 230KV (AQUASCO 230 KV AQU-CHA2),medium,0.585,0.75,0.0,1.0,0.6,0.5333,False
AQUASCO 230 KV  AQU-CHA2,dayzer,AQUASCO_230 KV_AQU-CHA2:ACTUAL,medium,0.6119,0.8571,0.0,1.0,0.3333,0.469,False
CEDARCRE_T1_230AT20_XF,pano,SCADIZ  138 KV  T1_XF,low,0.2857,0.5714,0.0,0.0,0.0,0.2857,True
CEDARCRE_T1_230AT20_XF,dayzer,SCADIZ_138 KV_T1_XF:ACTUAL,low,0.35,0.5,0.0,0.0,1.0,0.2429,False
HAYFIEL4230 KV  241A,pano,HAYFIEL4 230KV - VAHILLS 230KV (HAYFIEL4 230 KV 241A),low,0.45,0.3333,1.0,0.0,0.3333,0.3329,False
HAYFIEL4230 KV  241A,dayzer,HAYFIEL4_230 KV_241A:L500.Clifton-Ox.561+500/230.Clifton.TX2,low,0.125,0.25,0.0,0.0,0.0,0.0,True
EDINBUR4138 KV  TX4,pano,EDINBUR4138 KV  TX3,medium,0.6417,0.5,0.6667,1.0,0.75,0.55,False
EDINBUR4138 KV  TX4,dayzer,EDINBUR4138 KV TX3 553 LINE: ELMONT-CUNNINGHAM ELMONT TX#2,low,0.3679,0.2857,0.0,1.0,0.75,0.35,True
MARDELA-VIENNA 6708-1 A 69 KV,pano,MARDELA 69KV - VIENNA 69KV (MARDELA 69 KV MAR-VIE),high,0.9214,0.8889,1.0,1.0,0.7692,0.838,False
MARDELA-VIENNA 6708-1 A 69 KV,dayzer,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,medium,0.5722,0.8,0.0,1.0,0.2222,0.545,True
GUION 345/138KV L/O HORTONVILL-WHITESTOWN 345KV,pano,GUION 345KV - GUION 138KV (GUION 345 KV B1),medium,0.5833,0.6,1.0,0.0,0.3333,0.4833,False
GUION 345/138KV L/O HORTONVILL-WHITESTOWN 345KV,dayzer,16FIVE T_138 KV_16F-FIVE:WhitesTown - HortonVilliage 345kV,low,0.3038,0.3077,0.0,1.0,0.0,0.2833,True
DIMMICK_138KV08D-POR1_1_LN,pano,PORTUNIO 138KV - DIMMICK 138KV (DIMMICK 138 KV 08D-POR1),medium,0.4722,0.4444,1.0,0.0,0.0,0.3611,False
DIMMICK_138KV08D-POR1_1_LN,dayzer,DIMMICK_138 KV_08D-POR1:ACTUAL,low,0.25,0.5,0.0,0.0,0.0,0.2,True
FIFTHAVE138 KV  FIF-WIL1,pano,WILSONCS 138KV - FIFTHAVE 138KV (FIFTHAVE 138 KV FIF-WIL1),medium,0.6944,0.5,1.0,1.0,0.4444,0.5694,False
FIFTHAVE138 KV  FIF-WIL1,dayzer,FIFTHAVE_138 KV_FIF-WIL1:L138.Roberts-WestCampus,low,0.3722,0.4444,0.0,1.0,0.0,0.2929,False
LLANERCH138 KV  LAN 7TR,pano,LLANERCH 138KV - LLANERCH 69KV (LLANERCH 138 KV LAN 7TR),medium,0.4571,0.5,0.0,1.0,0.5714,0.325,False
